geo	year	month	backing_unsafely_mtd	brake_lights_defect_or_improper_mtd	bus_lane_driving_in_mtd	cell_phone_mtd	commercial_veh_on_pkwy_mtd	defective_brakes_mtd	disobey_sign_mtd	equipment_other_mtd	fail_to_keep_right_mtd	fail_to_signal_mtd	fail_to_stop_on_signal_mtd	following_too_closely_mtd	headlights_defect_or_improper_mtd	improper_lights_mtd	improper_passing_mtd	improper_turn_mtd	improper_missing_plates_mtd	not_giving_r_of_w_to_pedes_mtd	not_giving_r_of_w_to_veh_mtd	one_way_street_mtd	pavement_markings_mtd	safety_belt_mtd	school_bus_passing_stopped_mtd	speeding_mtd	spillback_mtd	tinted_windows_mtd	truck_routes_mtd	u_turn_mtd	uninspected_mtd	uninsured_mtd	unlicensed_operator_mtd	unregistered_mtd	unsafe_lane_change_mtd	other_movers_mtd	total_movers_mtd	backing_unsafely_ytd	brake_lights_defect_or_improper_ytd	bus_lane_driving_in_ytd	cell_phone_ytd	commercial_veh_on_pkwy_ytd	defective_brakes_ytd	disobey_sign_ytd	equipment_other_ytd	fail_to_keep_right_ytd	fail_to_signal_ytd	fail_to_stop_on_signal_ytd	following_too_closely_ytd	headlights_defect_or_improper_ytd	improper_lights_ytd	improper_passing_ytd	improper_turn_ytd	improper_missing_plates_ytd	not_giving_r_of_w_to_pedes_ytd	not_giving_r_of_w_to_veh_ytd	one_way_street_ytd	pavement_markings_ytd	safety_belt_ytd	school_bus_passing_stopped_ytd	speeding_ytd	spillback_ytd	tinted_windows_ytd	truck_routes_ytd	u_turn_ytd	uninspected_ytd	uninsured_ytd	unlicensed_operator_ytd	unregistered_ytd	unsafe_lane_change_ytd	other_movers_ytd	total_movers_ytd
90th Precinct	2013	3	3	21	0	193	0	2	87	0	0	36	81	3	181	226	3	93	1	5	0	82	3	152	0	31	0	82	2	3	3	72	69	5	0	73	1512	5	103	0	547	0	2	285	1	2	82	175	4	370	283	8	205	1	7	3	182	8	417	0	40	1	155	7	13	15	194	142	15	1	278	3551
94th Precinct	2013	3	1	6	0	78	0	0	242	1	1	9	38	0	7	0	1	19	0	0	6	8	9	59	0	22	0	26	3	2	2	22	26	9	1	30	628	4	15	0	271	0	0	507	5	1	18	126	2	23	0	2	96	1	1	7	19	32	221	0	106	0	110	11	4	6	61	89	17	1	76	1832
100th Precinct	2013	3	0	6	0	102	0	0	50	0	0	0	36	0	1	0	13	27	0	0	1	0	13	88	3	25	0	29	1	0	6	34	48	2	0	13	498	2	19	0	222	0	0	189	0	0	0	114	3	4	3	40	71	0	10	1	0	53	200	3	44	0	100	1	0	9	82	157	8	0	30	1365
101st Precinct	2013	3	1	62	0	122	0	0	139	9	0	5	25	0	38	0	9	18	1	4	3	0	18	67	0	22	0	42	0	1	8	103	86	6	0	28	817	1	169	0	336	0	0	258	30	1	42	138	2	159	0	15	34	9	19	5	1	51	257	1	79	1	172	3	2	64	307	261	31	1	72	2521
102nd Precinct	2013	3	2	48	0	130	0	3	103	4	0	4	25	0	11	0	2	12	5	20	4	5	18	174	0	13	1	68	0	2	0	65	39	10	3	41	812	6	99	0	388	0	6	317	6	0	18	82	0	25	11	4	44	11	60	5	9	58	467	2	31	3	288	0	7	4	214	137	29	15	121	2467
103rd Precinct	2013	3	7	3	0	151	0	0	335	0	0	9	23	0	1	1	1	71	8	18	0	9	25	175	1	10	8	564	0	25	5	21	98	5	1	74	1649	8	8	0	470	0	0	923	0	1	30	70	1	13	1	3	201	14	112	3	11	92	429	7	20	18	1594	5	84	18	67	252	16	4	277	4752
104th Precinct	2013	3	0	0	0	64	0	0	53	0	0	3	27	1	0	0	1	0	0	20	0	1	7	131	0	8	5	86	28	0	0	52	67	0	0	109	663	0	0	0	260	0	0	213	0	0	7	85	1	0	0	4	5	0	60	0	3	19	409	1	42	5	343	101	0	0	142	219	0	0	369	2288
105th Precinct	2013	3	0	33	0	122	0	1	59	2	0	15	8	8	47	1	1	1	2	1	0	1	46	277	2	14	1	337	49	0	34	217	86	29	1	65	1460	0	230	0	400	0	1	281	4	1	39	34	8	197	6	3	55	3	25	1	5	212	795	2	72	1	1044	53	3	136	598	290	81	6	160	4746
106th Precinct	2013	3	0	0	0	105	0	0	44	0	3	0	67	0	0	77	4	128	0	5	2	0	20	140	3	10	1	201	1	0	7	100	61	9	6	20	1014	1	0	0	204	0	0	191	0	4	0	278	0	0	243	12	434	0	31	12	0	51	350	7	62	1	555	3	0	39	313	225	47	16	75	3154
107th Precinct	2013	3	0	51	0	110	0	0	98	1	0	0	6	0	26	0	2	147	0	9	10	0	6	164	0	9	0	86	0	0	3	33	44	4	1	19	829	0	159	0	351	0	0	426	1	0	0	17	1	142	5	8	595	0	21	58	1	83	573	0	69	4	202	0	0	18	96	200	11	6	50	3097
108th Precinct	2013	3	0	48	0	99	0	3	134	0	0	25	58	2	5	0	0	119	5	53	0	2	104	88	1	43	1	80	8	0	2	75	67	3	0	102	1127	0	106	0	373	0	8	570	0	0	33	187	3	9	0	1	388	5	129	8	4	172	408	2	145	6	191	31	2	9	187	191	8	2	309	3487
109th Precinct	2013	3	0	2	0	392	0	0	528	6	0	9	96	1	5	1	2	17	3	45	4	3	27	406	12	76	1	213	26	11	10	35	141	8	5	58	2143	0	6	0	1069	0	0	1632	16	0	32	293	1	5	2	6	69	11	159	15	11	37	956	19	164	4	497	86	23	31	134	371	41	20	247	5957
110th Precinct	2013	3	1	7	0	156	0	0	94	0	0	12	32	0	5	1	0	1	0	25	0	17	14	280	2	151	1	25	5	4	3	72	124	2	2	6	1042	4	12	0	565	0	2	335	0	0	40	115	0	12	3	1	3	5	123	2	52	25	937	8	797	2	128	31	9	22	232	420	25	8	53	3971
111th Precinct	2013	3	0	1	0	284	0	0	38	0	0	5	14	0	0	3	0	0	1	7	0	0	26	293	4	13	0	121	0	0	10	28	48	7	3	35	941	1	3	0	821	0	0	93	0	0	17	43	2	0	6	0	2	1	22	0	1	81	745	5	31	0	315	6	1	33	90	158	20	10	119	2626
112th Precinct	2013	3	1	1	0	115	0	0	266	0	0	4	44	0	4	0	4	2	2	25	0	6	14	293	0	87	1	100	15	1	4	60	57	6	4	33	1149	3	3	0	446	0	0	620	0	1	18	99	3	8	0	7	9	6	52	3	15	37	805	3	136	3	235	19	8	11	144	132	14	9	77	2926
113th Precinct	2013	3	3	83	0	129	0	4	71	91	0	1	59	0	15	2	2	169	0	1	0	0	18	58	1	2	0	535	0	0	12	88	130	19	1	27	1521	7	271	0	379	0	4	219	107	0	2	162	0	30	3	7	529	4	2	2	0	57	200	2	39	2	1288	1	0	46	264	368	57	1	140	4193
114th Precinct	2013	3	0	0	0	228	0	0	287	6	0	14	52	0	0	6	3	31	1	32	3	1	40	228	1	41	1	73	14	0	3	82	68	0	0	55	1270	2	0	0	853	0	0	786	29	2	54	159	1	0	37	12	66	6	85	11	11	87	644	1	116	2	313	83	0	6	227	263	3	0	165	4024
115th Precinct	2013	3	3	0	0	164	0	0	173	7	0	22	86	1	0	62	3	43	1	44	3	19	6	262	0	10	3	167	20	0	19	269	377	26	1	71	1862	9	0	0	523	0	1	452	21	0	55	229	2	4	189	9	137	6	128	3	50	22	744	1	39	6	457	69	0	119	803	1090	75	8	246	5497
120th Precinct	2013	3	2	143	0	161	0	0	128	54	3	60	51	0	88	1	5	16	16	12	5	8	68	209	3	139	0	174	0	5	68	154	244	44	2	83	1946	6	379	0	554	0	0	364	103	6	162	159	0	308	1	9	25	47	31	20	22	232	538	4	279	0	437	0	18	173	423	664	131	6	234	5335
122nd Precinct	2013	3	1	45	44	207	15	0	292	11	1	33	81	3	45	0	0	4	17	6	11	3	115	138	0	71	0	84	0	18	19	68	89	14	5	166	1606	2	169	110	582	36	3	642	39	5	107	168	8	148	0	2	22	29	13	27	28	327	311	3	217	1	256	0	56	80	225	236	65	15	497	4429
123rd Precinct	2013	3	0	53	11	98	0	0	29	0	0	0	15	11	61	0	39	37	8	0	0	0	69	133	1	131	0	70	0	0	31	85	70	15	0	34	1001	1	140	31	291	0	0	61	2	1	2	61	33	161	10	104	93	21	1	2	0	182	403	10	364	0	150	0	0	102	247	191	43	0	83	2790
Citywide	2013	3	131	2641	850	11899	83	50	11395	885	33	1603	3132	118	2458	482	420	5030	226	1074	201	394	2054	9704	82	7218	479	9290	472	371	556	5267	4919	968	320	6148	90953	362	7735	1846	33991	262	110	38603	2104	86	4536	9929	332	8004	1246	1159	16414	613	3379	601	1058	6054	28819	232	20069	1289	27636	1394	1266	2358	14955	14800	2911	1188	18080	273421
Transportation Bureau	2013	3	5	42	789	1345	65	0	1799	467	12	302	266	73	24	2	206	810	15	42	21	6	245	491	6	5201	160	1147	12	4	76	188	380	77	60	2653	16991	19	117	1628	3041	185	1	10331	1126	13	933	1287	194	80	13	519	3176	27	171	66	24	740	1734	17	14499	300	4495	30	6	296	630	1245	279	296	7622	55140
Housing Bureau	2013	3	0	5	0	1	0	0	2	0	0	2	2	0	0	3	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	6	2	0	4	36	0	11	0	1	0	0	4	4	0	4	7	0	3	5	2	0	2	0	0	1	1	0	1	0	0	2	0	0	0	4	7	2	0	6	67
Patrol Bureau	2013	3	126	2594	61	10553	18	50	9594	418	21	1299	2864	45	2434	477	212	4220	209	1032	180	388	1809	9213	76	2017	319	8141	460	367	480	5076	4533	889	260	3491	73926	343	7607	218	30949	77	109	28268	974	73	3599	8635	138	7921	1228	638	13238	584	3208	535	1033	5313	27085	214	5570	989	23139	1364	1260	2062	14321	13548	2630	892	10452	218214
Brooklyn North	2013	3	42	494	0	1540	0	2	1702	27	1	365	544	8	811	233	62	520	52	73	48	108	328	1120	9	224	47	1542	65	28	80	919	812	225	9	769	12809	92	1377	0	4315	0	15	4514	75	7	876	1357	18	2111	427	202	1278	126	174	90	277	950	3230	24	457	89	4161	150	65	341	2589	2239	596	30	2208	34460
Brooklyn South	2013	3	18	281	0	1890	0	1	1209	19	0	178	438	3	217	47	37	397	23	166	33	51	168	1424	9	195	29	1541	46	75	35	948	570	131	20	377	10576	60	840	10	5353	28	9	3734	50	11	471	1511	14	693	136	119	1476	88	533	96	126	569	4448	24	601	98	4441	225	282	157	2565	1813	381	69	1043	32074
Bronx	2013	3	15	457	0	798	3	10	1201	68	4	126	375	6	329	12	3	658	36	25	16	12	145	836	15	422	9	1320	11	78	56	692	650	172	22	483	9065	57	1368	3	2573	7	13	3383	202	11	383	975	25	1457	65	16	2095	105	119	80	42	487	2671	34	1005	24	4074	29	269	250	1955	1985	495	86	1388	27731
Manhattan North	2013	3	21	498	2	1865	0	16	1014	88	4	171	290	1	400	0	7	460	13	217	10	75	226	1090	8	262	25	361	122	78	33	362	264	73	33	291	8380	43	1417	5	5386	2	36	3209	197	6	475	952	4	1297	2	18	1742	43	713	34	192	703	3313	35	656	123	1065	356	311	202	1121	796	214	99	858	25625
Manhattan South	2013	3	9	278	4	1521	0	10	1547	25	5	238	412	0	325	30	12	1342	15	224	27	67	288	1139	1	39	185	322	49	41	32	514	293	79	141	532	9746	38	832	59	4235	4	11	4856	92	16	736	1347	8	1138	78	36	3865	44	586	57	172	726	3252	16	105	596	833	112	120	192	1296	890	239	481	1631	28699
Queens North	2013	3	5	59	0	1502	0	3	1573	19	0	94	409	5	19	73	13	213	13	251	10	49	238	1981	20	429	13	865	116	16	51	673	949	52	15	469	10197	19	130	0	4910	0	11	4701	66	3	256	1210	13	38	237	40	679	40	758	42	147	480	5648	40	1470	28	2479	426	43	231	1959	2844	186	57	1585	30776
Queens South	2013	3	13	286	0	971	0	8	899	107	3	34	249	8	139	81	34	573	16	58	20	15	164	1143	10	105	11	1862	51	28	75	661	592	84	13	287	8600	25	955	0	2750	0	11	2804	148	7	131	895	15	570	272	92	1963	41	280	87	27	657	3271	24	416	30	5243	66	96	334	1941	1890	280	49	925	26295
Staten Island	2013	3	3	241	55	466	15	0	449	65	4	93	147	14	194	1	44	57	41	18	16	11	252	480	4	341	0	328	0	23	118	307	403	73	7	283	4553	9	688	141	1427	36	3	1067	144	12	271	388	41	617	11	115	140	97	45	49	50	741	1252	17	860	1	843	0	74	355	895	1091	239	21	814	12554
Transit Bureau	2013	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1st Precinct	2013	4	1	46	6	178	0	0	167	17	0	6	47	0	51	1	0	86	0	18	0	21	37	96	1	10	1	92	1	0	1	35	31	4	5	16	975	1	318	20	849	0	0	683	76	0	17	208	0	364	4	3	250	19	66	1	63	124	499	1	30	9	222	1	1	10	163	149	25	14	86	4276
5th Precinct	2013	4	1	33	2	64	0	0	168	3	1	5	39	0	42	0	1	142	2	24	6	7	30	86	0	8	15	16	0	2	0	9	17	4	3	51	781	4	110	3	208	0	0	674	9	4	35	158	1	164	0	7	689	7	91	36	17	106	237	3	28	50	94	0	11	4	46	93	22	27	224	3162
6th Precinct	2013	4	3	8	0	166	0	0	125	0	0	1	52	0	30	1	1	65	0	3	0	6	61	87	0	2	0	9	8	0	2	38	19	7	3	25	722	7	32	0	655	1	0	467	1	1	124	194	1	115	2	3	251	4	13	3	15	272	372	0	11	1	75	8	2	3	84	107	13	7	120	2964
7th Precinct	2013	4	0	0	0	143	0	0	143	0	0	1	24	0	0	13	2	99	0	35	0	0	0	81	1	0	31	35	10	0	6	14	22	7	0	53	720	2	0	0	501	0	1	590	0	1	14	126	0	0	63	2	313	0	83	2	0	0	263	2	11	86	145	35	0	28	54	62	19	1	192	2596
9th Precinct	2013	4	0	3	2	195	0	0	90	25	0	2	89	0	1	0	2	38	5	25	1	3	17	89	0	3	0	15	0	0	7	13	43	2	14	37	721	4	12	3	784	0	5	415	48	0	8	366	4	16	0	5	208	15	93	4	18	109	287	2	6	3	65	0	0	47	73	152	12	45	174	2983
10th Precinct	2013	4	2	26	0	148	0	0	49	0	2	8	18	0	39	6	4	48	0	11	1	6	1	196	2	12	5	18	5	0	9	24	50	15	6	66	777	3	110	0	567	0	0	183	0	10	33	93	0	159	27	9	240	0	53	3	36	7	773	10	20	29	90	23	3	78	84	164	68	13	249	3137
13th Precinct	2013	4	0	9	1	118	0	0	225	0	0	5	53	0	2	0	4	106	0	22	2	8	5	19	0	0	27	17	3	0	1	44	31	13	8	49	772	6	59	10	325	3	2	967	3	0	55	182	0	24	0	12	411	5	71	10	38	33	70	0	32	179	55	6	4	6	156	100	43	22	109	2998
Midtown South Precinct	2013	4	1	28	0	441	0	1	291	0	1	44	21	1	77	0	4	224	0	117	3	12	0	286	0	1	98	89	38	17	5	192	57	9	34	100	2192	6	99	26	1084	0	4	1146	0	1	130	114	1	357	3	6	750	0	330	8	18	9	1066	0	3	367	309	92	113	36	658	179	40	81	426	7462
17th Precinct	2013	4	2	63	1	89	0	0	154	0	0	75	21	0	41	0	0	243	0	21	0	1	136	96	0	0	21	14	5	1	1	22	27	11	101	98	1244	8	239	2	310	0	0	718	0	1	397	83	1	192	0	7	654	0	47	2	8	318	312	0	0	46	31	17	1	2	147	81	28	427	426	4505
Midtown North Precinct	2013	4	0	16	0	196	0	0	80	0	0	31	55	0	8	0	1	289	9	15	1	4	6	196	0	1	24	10	0	3	8	84	42	30	9	34	1152	7	85	7	690	0	0	505	0	2	102	243	1	38	0	1	1439	10	30	2	27	41	605	2	1	48	62	0	8	18	307	142	71	27	154	4675
19th Precinct	2013	4	0	113	1	153	0	0	145	1	2	54	29	0	54	0	2	165	0	17	1	21	29	9	0	4	3	29	3	0	4	60	32	9	26	23	989	4	604	4	622	1	5	870	4	2	149	175	1	351	0	2	763	4	98	2	85	102	241	0	15	4	254	23	8	91	328	165	42	44	119	5182
20th Precinct	2013	4	1	29	0	302	0	0	231	11	0	12	64	0	38	0	0	30	0	7	0	18	0	137	1	2	0	133	32	10	3	58	36	6	4	45	1210	1	131	0	1175	0	0	709	57	0	69	196	0	188	0	0	124	2	87	2	88	8	554	9	4	1	217	104	26	12	155	105	16	25	127	4192
Central Park Precinct	2013	4	0	6	0	48	1	0	55	1	0	2	28	0	6	0	0	53	0	16	0	0	48	1	3	10	0	23	2	0	14	29	20	8	2	20	396	0	23	0	173	1	0	255	18	0	12	89	0	46	0	4	164	0	17	0	2	133	40	3	16	0	79	4	0	45	102	50	35	4	40	1355
23rd Precinct	2013	4	1	79	0	162	0	0	13	9	0	2	40	1	64	0	6	9	1	18	1	14	1	167	2	2	0	24	8	2	1	15	28	1	1	12	684	2	304	0	867	0	3	46	16	0	17	103	2	259	0	6	54	6	104	1	24	1	539	3	16	0	63	10	2	2	55	63	5	7	38	2618
24th Precinct	2013	4	0	8	0	231	0	1	174	0	0	5	26	0	15	0	0	10	0	23	1	4	0	75	3	0	3	10	7	0	6	16	24	7	2	45	696	2	55	0	799	0	2	660	0	0	37	97	1	89	0	0	74	0	93	2	17	0	316	7	25	5	45	16	2	25	74	86	24	15	165	2733
25th Precinct	2013	4	0	20	0	191	0	0	1	3	0	2	5	0	13	0	0	22	0	1	0	1	39	126	0	2	0	3	12	0	1	4	18	3	0	9	476	1	99	0	635	0	0	16	16	0	12	16	0	103	0	0	299	4	45	0	9	125	621	0	7	0	30	87	0	12	40	93	20	3	86	2379
26th Precinct	2013	4	0	24	0	135	0	0	61	0	1	6	10	0	15	0	2	30	7	12	4	0	32	42	0	77	3	9	0	1	3	24	12	6	0	38	554	2	142	0	540	0	6	272	0	5	28	68	0	96	0	4	140	13	119	21	3	128	181	3	220	116	83	0	11	10	116	75	20	3	134	2559
28th Precinct	2013	4	2	6	0	114	0	2	111	10	0	8	59	1	6	0	2	74	0	18	0	2	1	112	0	49	0	45	11	52	3	29	18	5	3	43	786	5	30	0	502	0	5	430	50	0	26	164	1	34	0	4	139	1	59	1	4	5	398	1	183	3	96	16	230	21	97	57	15	10	155	2742
30th Precinct	2013	4	0	29	0	222	0	1	59	3	0	8	42	0	16	0	0	60	5	10	1	0	17	142	0	79	0	50	39	3	0	15	44	7	1	10	863	3	92	1	619	0	3	337	13	0	78	223	0	47	0	3	261	15	102	5	5	63	444	0	236	0	103	142	3	5	43	146	12	4	49	3057
32nd Precinct	2013	4	5	25	0	145	0	0	101	6	0	82	34	1	46	0	0	21	4	5	3	4	167	93	0	21	0	105	9	37	5	134	47	23	13	56	1192	27	121	0	436	0	14	283	15	0	203	82	2	159	2	3	83	6	23	10	6	439	322	1	68	2	314	25	84	12	419	132	66	31	127	3517
33rd Precinct	2013	4	0	27	0	131	0	0	20	3	1	13	15	1	16	0	0	6	1	21	0	4	1	108	1	47	0	35	19	16	2	27	13	9	0	19	556	4	93	1	586	1	1	68	10	2	26	65	1	134	0	1	38	4	75	1	15	1	396	11	137	1	167	65	65	5	82	65	31	2	84	2238
34th Precinct	2013	4	0	21	0	68	0	0	119	5	1	0	5	0	30	0	4	21	1	11	0	0	12	29	2	0	0	27	0	0	1	8	28	3	0	29	425	1	110	0	334	0	1	353	50	2	12	31	0	110	0	7	104	7	50	0	2	45	302	9	22	0	107	6	1	5	29	79	15	3	83	1880
40th Precinct	2013	4	1	16	0	114	0	0	98	0	5	29	53	3	21	2	4	153	0	25	11	1	14	183	7	45	31	198	0	15	20	102	80	21	6	45	1303	14	137	0	550	0	0	236	12	9	81	192	8	189	9	7	432	3	43	64	6	71	396	12	167	42	899	4	49	22	420	326	51	19	210	4680
41st Precinct	2013	4	2	25	0	27	0	0	182	1	0	5	28	0	30	0	1	59	7	0	1	0	6	44	5	46	2	49	1	5	10	75	48	14	0	9	682	5	86	0	104	0	0	637	21	0	30	141	1	126	10	4	266	23	2	2	9	30	120	5	157	3	177	5	42	34	280	179	49	3	31	2582
42nd Precinct	2013	4	2	8	0	105	0	0	83	0	1	4	78	0	11	1	1	139	0	6	2	0	13	30	96	37	1	68	0	0	8	20	40	5	0	3	762	9	60	0	364	0	1	385	4	1	20	307	1	72	11	1	582	0	30	8	0	56	168	113	101	1	446	1	0	23	111	159	28	2	34	3099
43rd Precinct	2013	4	3	27	0	63	0	0	76	26	0	50	34	0	35	0	1	96	1	10	0	1	23	79	9	29	2	137	0	9	4	30	46	11	4	78	884	13	128	0	174	6	6	286	32	0	159	139	2	175	2	1	301	2	19	1	3	153	325	10	66	2	454	2	97	8	105	195	40	19	190	3115
44th Precinct	2013	4	3	48	0	93	0	0	266	12	0	13	11	0	20	0	0	20	5	3	2	1	6	206	21	86	5	99	0	4	5	24	76	24	3	13	1069	4	176	0	292	0	0	872	50	3	23	61	2	101	0	1	43	20	12	5	1	29	659	22	112	10	316	0	13	26	102	276	66	17	27	3341
45th Precinct	2013	4	0	25	0	70	0	0	77	0	0	4	9	0	15	0	0	3	2	0	0	6	34	84	2	23	0	98	0	3	10	49	36	8	2	7	567	0	87	0	213	1	0	284	0	0	10	24	0	72	0	0	4	6	2	3	14	100	224	2	79	0	218	1	6	43	174	139	17	8	35	1766
46th Precinct	2013	4	1	41	0	55	0	2	90	27	0	15	21	2	20	0	0	1	3	9	1	0	7	35	25	31	0	128	0	8	0	106	47	15	1	86	777	2	323	1	253	0	6	329	120	2	50	93	2	165	8	3	158	28	14	3	3	33	129	31	79	1	562	0	45	3	452	222	80	14	299	3513
47th Precinct	2013	4	0	21	0	58	0	0	122	0	1	1	7	0	36	0	1	16	0	0	0	0	9	73	13	44	0	44	0	0	7	86	48	19	0	162	768	2	123	0	217	0	0	298	0	1	4	37	1	162	0	2	128	0	31	2	2	59	433	14	87	0	175	0	0	51	381	205	85	0	713	3213
48th Precinct	2013	4	1	14	0	134	0	0	31	1	0	3	40	0	10	0	0	72	0	3	1	2	12	57	13	166	2	258	0	10	0	22	68	15	0	30	965	9	66	2	444	0	0	134	2	1	11	133	1	24	0	4	311	1	8	2	5	41	221	13	592	8	995	4	26	2	77	242	43	1	61	3484
49th Precinct	2013	4	0	18	0	27	0	1	37	0	0	12	10	0	12	1	0	6	0	0	0	0	0	24	0	4	0	38	0	2	1	19	26	10	0	8	256	1	116	0	133	0	2	512	0	0	85	42	11	54	1	1	76	1	0	3	1	1	232	2	42	0	184	6	14	6	110	171	34	1	59	1901
50th Precinct	2013	4	0	4	0	118	0	0	285	2	1	1	19	0	6	0	0	25	0	1	0	1	1	116	8	22	0	63	0	2	1	18	22	2	1	23	742	3	21	0	473	0	0	704	11	1	13	45	1	22	1	0	63	3	13	2	10	3	561	9	53	0	282	0	3	8	125	90	12	8	71	2611
52nd Precinct	2013	4	3	60	0	67	0	0	10	0	0	13	68	0	23	0	0	124	0	0	0	1	6	59	1	12	0	179	1	8	12	61	92	40	0	42	882	11	352	0	287	0	1	63	19	1	47	139	0	534	27	0	445	36	2	3	1	42	193	1	15	0	725	8	40	102	230	410	174	11	164	4083
60th Precinct	2013	4	1	4	0	224	0	0	113	0	0	18	41	0	3	0	0	26	3	22	2	1	2	103	2	25	0	131	1	21	3	28	30	2	0	31	837	2	17	0	501	0	0	542	1	0	47	97	0	22	0	1	114	4	33	4	13	30	277	5	112	0	437	1	34	5	97	111	18	4	99	2628
61st Precinct	2013	4	0	1	0	252	0	0	16	1	0	7	12	0	6	0	1	2	1	33	2	1	4	355	0	20	0	103	16	3	1	63	52	18	0	16	986	6	17	0	833	0	0	83	9	9	36	59	1	29	0	7	12	11	135	3	2	12	1114	0	78	2	415	60	13	19	191	198	41	6	57	3458
62nd Precinct	2013	4	1	39	0	116	0	0	108	4	0	31	77	1	20	0	7	106	7	23	0	21	22	216	1	3	0	189	2	2	2	98	76	25	3	38	1238	6	186	0	430	0	0	497	10	0	66	283	3	100	1	26	209	29	73	13	88	41	505	2	34	2	415	11	13	4	326	251	76	5	151	3856
63rd Precinct	2013	4	0	6	0	194	0	0	176	0	0	2	14	1	18	0	5	42	0	3	0	1	6	81	0	7	0	95	2	1	0	18	31	0	5	67	775	1	16	0	557	0	0	554	0	0	16	53	2	47	0	10	52	0	12	1	1	13	296	0	20	0	260	10	2	0	63	117	7	9	235	2354
66th Precinct	2013	4	1	7	0	188	0	0	99	0	0	39	18	0	3	0	0	3	1	20	0	0	0	196	3	23	0	45	40	0	3	59	48	9	1	43	849	2	41	0	553	4	0	338	5	0	117	81	0	17	1	0	11	7	97	2	5	15	645	6	72	1	223	102	3	16	248	180	34	6	141	2973
67th Precinct	2013	4	3	57	0	166	0	0	23	0	0	31	117	0	44	0	12	7	2	12	9	3	24	147	1	32	4	381	2	40	14	258	110	30	2	106	1637	6	217	0	463	0	0	60	0	1	58	356	0	169	1	15	19	13	35	19	6	64	500	5	60	6	1400	2	178	60	916	346	103	10	206	5294
68th Precinct	2013	4	0	22	0	222	0	0	128	0	1	4	38	1	5	0	0	31	3	25	8	0	1	216	1	72	1	17	27	5	1	47	43	5	0	56	980	0	122	0	566	20	0	491	4	1	17	135	1	84	0	1	159	5	73	9	1	11	557	1	92	4	180	95	17	2	180	177	19	7	135	3166
69th Precinct	2013	4	2	59	0	211	0	0	161	3	0	0	22	1	18	5	37	93	11	5	1	0	60	202	1	31	0	166	7	0	4	79	72	19	0	22	1292	8	224	0	702	0	0	387	8	1	38	98	3	101	10	75	261	24	13	4	1	149	611	2	101	1	616	10	0	12	281	197	48	1	67	4054
70th Precinct	2013	4	4	0	0	323	0	0	92	14	0	0	55	2	0	49	14	177	0	25	7	0	0	297	3	16	29	123	6	0	5	76	70	4	21	60	1472	11	0	0	1132	0	0	425	16	0	0	222	3	0	170	25	653	0	78	14	5	0	1013	4	55	82	608	10	0	6	437	266	44	32	138	5449
71st Precinct	2013	4	14	31	1	211	0	0	395	6	0	30	57	0	25	1	2	57	3	22	29	21	35	96	0	10	5	228	10	2	25	115	94	25	4	35	1589	29	172	11	636	4	6	1289	13	0	71	202	1	155	2	21	187	7	72	66	27	121	279	7	43	18	552	10	11	71	370	290	65	7	111	4926
72nd Precinct	2013	4	5	3	0	145	0	0	117	6	0	10	54	3	1	1	10	50	7	14	0	2	100	106	4	51	1	72	9	18	0	47	70	14	7	61	988	10	23	0	336	0	2	328	11	0	36	162	7	48	3	15	109	19	50	15	7	230	289	7	93	2	372	23	79	7	191	209	49	14	158	2904
73rd Precinct	2013	4	7	71	0	330	0	0	175	2	0	88	101	2	58	0	13	82	11	9	8	2	41	158	1	23	5	413	3	0	21	124	130	28	7	116	2029	24	242	0	1063	0	0	709	12	0	283	344	3	270	0	40	220	65	86	41	4	157	435	6	84	27	1735	9	0	113	558	477	110	12	325	7454
75th Precinct	2013	4	5	110	0	232	0	0	77	54	0	38	60	1	175	0	15	44	5	2	3	0	36	357	0	13	0	448	4	4	13	157	184	43	1	153	2234	17	162	0	608	0	0	288	79	2	203	245	3	291	123	31	196	6	20	6	9	212	1029	4	38	9	1702	15	6	133	763	601	183	11	1315	8310
76th Precinct	2013	4	1	2	0	298	0	0	18	0	0	31	21	0	3	0	9	40	1	2	0	6	78	177	0	4	0	81	0	0	1	20	31	4	0	38	866	8	18	0	755	0	0	68	6	0	82	60	0	33	1	9	305	6	51	0	25	194	375	0	80	0	324	2	0	11	86	81	25	1	63	2669
77th Precinct	2013	4	6	75	0	167	0	0	97	10	0	10	56	0	128	0	3	7	4	1	1	4	2	88	1	111	5	120	1	3	10	79	60	24	1	27	1101	17	210	0	452	0	0	283	15	0	20	207	3	409	1	12	76	17	4	27	9	14	286	4	164	47	331	9	24	13	208	161	74	8	87	3192
78th Precinct	2013	4	1	7	0	173	0	0	52	0	0	39	69	0	8	0	0	21	4	10	0	1	13	116	0	26	1	38	1	13	1	27	37	5	4	25	692	4	25	0	612	0	1	170	1	0	129	298	2	42	3	11	40	6	27	4	2	34	295	1	81	21	308	12	37	4	114	154	12	14	80	2544
